,Net m²,Brüt m²,Binadaki Kat Sayısı,Isıtma Tipi,Bulunduğu Kat,Bina Yaşı,Mobilya Durumu,Kullanım Durumu,Krediye Uygun,Hayvan Dostu Patili Evler,Ada,Parsel,Listing No,Gross m²,Number of Rooms,Number of Bathrooms,Floor,Suitable for Bank Loan,Number of Floors of the Building,Heating Type,Age of the Building,Furnishing Status,Usage Status,Status of the Property,Maintenance Fee,Rental Income,From Whom,Title Deed Status,House Type,"Video Home Tour
                                                                ?",Unit Exchange,Pet Friendly Paws Houses,Layout,Parcelled,Fiyat,İl,İlçe,Mahalle,Oda
17183,80,105m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,970000,Konya,Akşehir,Yarenler, 2 + 1 
17184,130,165m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1380000,Konya,Akşehir,Yarenler, 3 + 1 
17185,90,110m²,5,Kombi (Doğalgaz),5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,980000,Konya,Akşehir,Yarenler, 2 + 1 
17186,75,100m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,970000,Konya,Akşehir,Yarenler, 2 + 1 
17187,120,145m²,5,Kombi (Doğalgaz),5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1210000,Konya,Akşehir,Yarenler, 3 + 1 
17188,130,165m²,5,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1300000,Konya,Akşehir,Yarenler, 3 + 1 
17189,165,190m²,5,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1570000,Konya,Akşehir,Yarenler, 3 + 1 
17190,165,190m²,5,Kombi (Doğalgaz),5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1580000,Konya,Akşehir,Yarenler, 3 + 1 
17191,151,185m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1800000,Konya,Akşehir,Yarenler, 3 + 1 
17192,180,210m²,5,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1850000,Konya,Akşehir,Yarenler, 4 + 1 
17193,180,210m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1925000,Konya,Akşehir,Yarenler, 4 + 1 
17194,80,110m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1025000,Konya,Akşehir,Yarenler, 2 + 1 
17195,80,110m²,5,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,950000,Konya,Akşehir,Yarenler, 2 + 1 
17196,165,190m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1650000,Konya,Akşehir,Yarenler, 3 + 1 
17197,120,145m²,5,Kombi (Doğalgaz),5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1180000,Konya,Akşehir,Yarenler, 3 + 1 
17198,175,200m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2200000,Konya,Akşehir,Yarenler, 4 + 1 
17199,55,65m²,4,Kombi (Doğalgaz),Yüksek Giriş,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,750000,Konya,Akşehir,Meydan, 1 + 1 
17200,125,135m²,6,Kombi (Doğalgaz),Yüksek Giriş,1,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,Konya,Karatay,Mengene, 3 + 1 
17201,100,110m²,5,Kombi (Doğalgaz),1,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,890000,Konya,Akşehir,Yarenler, 3 + 1 
17202,145,160m²,5,Kombi (Doğalgaz),4,3,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1500000,Konya,Akşehir,Seyran, 3 + 1 
17203,160,180m²,3,Kombi (Doğalgaz),3,0,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1590000,Konya,Akşehir,Yeni, 3 + 1 
17204,125,150m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,899000,Konya,Akşehir,Selçuk, 3 + 1 
17205,160,180m²,5,Kombi (Doğalgaz),3,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,Konya,Akşehir,Yeni, 3 + 1 
17206,110,140m²,4,Kombi (Doğalgaz),Müstakil,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,900000,Konya,Akşehir,Gazi, 3 + 1 
17207,165,190m²,5,Kombi (Doğalgaz),3,1,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1550000,Konya,Akşehir,Yarenler, 3 + 1 
17208,120,165m²,,Yerden Isıtma,,1,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,800000,Konya,Karatay,Doğuş, 2 + 1 
17209,130,150m²,4,Kombi (Doğalgaz),4,16-20 arası,Sadece Mutfak,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,780000,Konya,Akşehir,Altunkalem, 3 + 1 
17210,165,180m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1620000,Konya,Akşehir,Yeni, 3 + 1 
17211,110,140m²,4,Kombi (Doğalgaz),Yüksek Giriş,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1150000,Konya,Seydişehir,Alaylar Bir, 3 + 1 
17212,138,149m²,3,Kombi (Doğalgaz),3,26-30 arası,Sadece Mutfak,Boş,Hayır,Evet,,,,,,,,,,,,,,,,,,,,,,,,,675000,Konya,Akşehir,Yarenler, 2 + 1 
17213,145,185m²,4,Kombi (Doğalgaz),4,2,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,Konya,Akşehir,İstasyon, 3 + 1 
17214,115,135m²,5,Kombi (Doğalgaz),5,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,715000,Konya,Akşehir,Yeni, 3 + 1 
17215,175,190m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1530000,Konya,Akşehir,Yarenler, 3 + 1 
17216,125,135m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,680000,Konya,Meram,Abdülaziz, 2 + 1 
17217,145,220m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,2250000,Konya,Selçuklu,Şeker, 4 + 1 
17218,120,150m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,Konya,Akşehir,Gazi, 3 + 1 
17219,120,130m²,5,Kombi (Doğalgaz),3,26-30 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,689000,Konya,Akşehir,Yeni, 3 + 1 
17220,165,220m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1550000,Konya,Selçuklu,Şeker, 4 + 1 
17221,110,135m²,3,Kalorifer (Doğalgaz),1,26-30 arası,Sadece Mutfak,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,660000,Konya,Akşehir,Yeni, 3 + 1 
17222,247,300m²,4,Merkezi Sistem (Isı Payı Ölçer),3,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3680000,Konya,Meram,Havzan, 6 + 1 
17223,140,170m²,10,Merkezi Sistem (Isı Payı Ölçer),1,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1720000,Konya,Selçuklu,Feritpaşa, 3 + 1 
17224,160,170m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Akşehir,İstasyon, 3 + 1 
17225,160,170m²,5,Kombi (Doğalgaz),5,5,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1425000,Konya,Akşehir,Yarenler, 3 + 1 
17226,115,125m²,5,Kombi (Doğalgaz),3,21-25 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,850000,Konya,Akşehir,Yıldırım, 3 + 1 
17227,96,132m²,4,Kombi (Doğalgaz),4,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1470000,Konya,Meram,Ayanbey, 3 + 1 
17228,140,175m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),8,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2500000,Konya,Selçuklu,Şeker, 3 + 1 
17229,125,150m²,5,Kombi (Doğalgaz),5,6-10 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,900000,Konya,Karatay,Aziziye, 3 + 1 
17230,145,160m²,,Yerden Isıtma,3,0,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,Konya,Karatay,Akabe, 3 + 1 
17231,287,290m²,9,Kombi (Doğalgaz),9,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1550000,Konya,Selçuklu,Yazır, 5 + 1 
17232,145,160m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,Konya,Karatay,Hacıyusufmescit, 3 + 1 
17233,145,170m²,5,Kombi (Doğalgaz),3,11-15 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1230000,Konya,Akşehir,Yarenler, 3 + 1 
17234,115,125m²,4,Kombi (Doğalgaz),4,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,730000,Konya,Akşehir,Altunkalem, 2 + 1 
17235,115,160m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Karatay,Karakulak, 3 + 1 
17236,170,190m²,5,Kombi (Doğalgaz),2,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1465000,Konya,Akşehir,Yeni, 3 + 1 
17237,110,120m²,4,Kombi (Doğalgaz),3,26-30 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,795000,Konya,Akşehir,İstasyon, 3 + 1 
17238,110,140m²,5,Kombi (Doğalgaz),Yüksek Giriş,0,,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1200000,Konya,Akşehir,Gazi, 3 + 1 
17239,145,155m²,3,Yerden Isıtma,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1750000,Konya,Selçuklu,Akşemsettin, 3 + 1 
17240,200,220m²,5,Merkezi Sistem,Bahçe katı,6-10 arası,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1550000,Konya,Akşehir,Kileci, 4 + 1 
17241,150,165m²,5,Kombi (Doğalgaz),Kot 1,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,Konya,Akşehir,Yarenler, 3 + 1 
17242,140,155m²,5,Kombi (Doğalgaz),Kot 2,26-30 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,475000,Konya,Akşehir,Selçuk, 3 + 1 
17243,155,175m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Akşehir,Kuruçay, 3 + 1 
17244,100,125m²,5,Kombi (Doğalgaz),4,0,Sadece Mutfak,,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1250000,Konya,Akşehir,Yarenler, 2 + 1 
17245,200,245m²,5,Kombi (Doğalgaz),4,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1950000,Konya,Akşehir,Yarenler, 4 + 1 
17246,105,130m²,4,Kombi (Doğalgaz),2,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1150000,Konya,Akşehir,Yarenler, 2 + 1 
17247,70,90m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,399000,Konya,Emirgazi,Akmescit, 2 + 1 
17248,105,145m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Karatay,Hamzaoğlu, 3 + 1 
17249,135,148m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,590000,Konya,Akşehir,Yeni, 3 + 1 
17250,90,100m²,5,Kombi (Doğalgaz),3,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1050000,Konya,Akşehir,Yeni, 2 + 1 
17251,100,115m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1050000,Konya,Akşehir,Yarenler, 2 + 1 
17252,150,170m²,10-20 arası,Merkezi Sistem,10,6-10 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1990000,Konya,Selçuklu,Yazır, 3 + 1 
17253,170,205m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),14,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3100000,Konya,Meram,Yenişehir, 4 + 1 
17254,160,172m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1700000,Konya,Akşehir,Yeni, 3 + 1 
17255,175,195m²,5,Kombi (Doğalgaz),5,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1600000,Konya,Akşehir,Yarenler, 3 + 1 
17256,105,135m²,5,Kombi (Doğalgaz),2,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1250000,Konya,Akşehir,Yeni, 2 + 1 
17257,140,160m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1150000,Konya,Karatay,Fetih, 3 + 1 
17258,90,110m²,,Soba (Kömür),5,26-30 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,350000,Konya,Akşehir,Seyran, 2 + 1 
17259,110,140m²,3,Kombi (Doğalgaz),2,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Akşehir,Gazi, 3 + 1 
17260,175,190m²,5,Kombi (Doğalgaz),2,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1850000,Konya,Akşehir,Yarenler, 4 + 1 
17261,165,185m²,5,Kombi (Doğalgaz),1,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1500000,Konya,Akşehir,Yarenler, 3 + 1 
17262,168,207m²,4,Kombi (Doğalgaz),3,3,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1700000,Konya,Akşehir,Yeni, 3 + 1 
17263,170,200m²,4,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1850000,Konya,Akşehir,Yeni, 4 + 1 
17264,160,170m²,5,Kombi (Doğalgaz),3,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Akşehir,Meydan, 3 + 1 
17265,165,180m²,5,Kombi (Doğalgaz),2,3,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1749000,Konya,Akşehir,Altunkalem, 4 + 1 
17266,135,145m²,5,Kombi (Doğalgaz),2,16-20 arası,Eşyalı (Mobilyalı),Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,699000,Konya,Akşehir,Yarenler, 3 + 1 
17267,145,160m²,4,Kombi (Doğalgaz),2,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1700000,Konya,Akşehir,Yarenler, 3 + 1 
17268,220,260m²,10-20 arası,Yerden Isıtma,5,5,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,2100000,Konya,Selçuklu,Kılınçarslan, 3 + 1 
17269,110,125m²,4,Kombi (Doğalgaz),2,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,675000,Konya,Akşehir,Yeni, 2 + 1 
17270,270,295m²,5,Kombi (Doğalgaz),5,5,Sadece Mutfak,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1600000,Konya,Akşehir,Meydan, 5 + 1 
17271,165,175m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Akşehir,Gazi, 3 + 1 
17272,130,145m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,990000,Konya,Selçuklu,Kılınçarslan, 2 + 1 
17273,153,170m²,5,Kalorifer (Doğalgaz),5,6-10 arası,Sadece Mutfak,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1225000,Konya,Akşehir,Yarenler, 4 + 1 
17274,130,140m²,5,Kombi (Doğalgaz),Yüksek Giriş,,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1300000,Konya,Akşehir,Yarenler, 3 + 1 
17275,185,210m²,5,Kombi (Doğalgaz),2,6-10 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1550000,Konya,Akşehir,Yeni, 3 + 1 
17276,140,165m²,5,Klima,4,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,Konya,Selçuklu,İhsaniye, 3 + 1 
17277,130,160m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1220000,Konya,Karatay,Hacıveyiszade, 3 + 1 
17278,140,155m²,5,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1120000,Konya,Akşehir,Yarenler, 3 + 1 
17279,189,200m²,5,Merkezi Sistem,1,26-30 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1750000,Konya,Selçuklu,İhsaniye, 3 + 1 
17280,145,165m²,4,Kombi (Doğalgaz),4,3,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1295000,Konya,Akşehir,Yarenler, 3 + 1 
17281,150,397m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,3749000,Konya,Akşehir,Yeni, 3 + 1 
17282,185,240m²,4,Kombi (Doğalgaz),3,11-15 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1560000,Konya,Meram,Alavardı, 5 + 1 
17283,225,250m²,5,Kombi (Doğalgaz),2,2,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2590000,Konya,Akşehir,Yıldırım, 4 + 1 
17284,135,170m²,5,Yerden Isıtma,3,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1350000,Konya,Akşehir,Yarenler, 3 + 1 
17285,115,130m²,5,Kombi (Doğalgaz),2,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,990000,Konya,Akşehir,Yeni, 2 + 1 
17286,350,400m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,3100000,Konya,Meram,Yaka, 9 + 1 
17287,175,198m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),9,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3850000,Konya,Selçuklu,Kılınçarslan, 4 + 1 
17288,160,190m²,4,Kombi (Doğalgaz),Yüksek Giriş,6-10 arası,Sadece Mutfak,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1635000,Konya,Akşehir,Yarenler, 3 + 1 
17289,60,75m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,750000,Konya,Meram,Köyceğiz, 1 + 1 
17290,140,150m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,965000,Konya,Karatay,Orhangazi, 3 + 1 
17291,220,260m²,4,Merkezi Sistem (Isı Payı Ölçer),4,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1990000,Konya,Selçuklu,Hocacihan, 4 + 1 
17292,275,320m²,10-20 arası,Yerden Isıtma,2,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,Konya,Selçuklu,Yazır, 6 + 2 
17293,180,220m²,5,Kombi (Doğalgaz),2,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1850000,Konya,Akşehir,Yeni, 4 + 1 
17294,140,150m²,4,Yok,4,16-20 arası,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,600000,Konya,Akşehir,Yarenler, 3 + 1 
17295,125,135m²,4,Merkezi Sistem,4,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,675000,Konya,Akşehir,Seyran, 3 + 1 
17296,125,135m²,4,Merkezi Sistem,2,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,775000,Konya,Akşehir,Seyran, 3 + 1 
17297,145,170m²,5,Kombi (Doğalgaz),Giriş Katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1150000,Konya,Akşehir,Yeni, 3 + 1 
17298,165,175m²,4,Kombi (Doğalgaz),3,6-10 arası,Eşyalı (Mobilyalı),Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1800000,Konya,Akşehir,İstasyon, 3 + 1 
17299,150,165m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1490000,Konya,Akşehir,Yeni, 3 + 1 
17300,115,130m²,5,Kombi (Doğalgaz),Yüksek Giriş,5,Sadece Mutfak,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,Konya,Akşehir,Yarenler, 3 + 1 
17301,135,160m²,4,Merkezi Sistem (Isı Payı Ölçer),2,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1490000,Konya,Akşehir,Gazi, 3 + 1 
17302,149,150m²,5,Kombi (Doğalgaz),3,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1500000,Konya,Akşehir,Yeni, 3 + 1 
17303,140,160m²,3,Kombi (Doğalgaz),2,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,800000,Konya,Meram,Aşkan, 3 + 1 
17304,135,155m²,4,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1650000,Konya,Akşehir,Meydan, 3 + 1 
17305,140,170m²,3,Kombi (Doğalgaz),3,16-20 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1450000,Konya,Meram,Havzan, 3 + 1 
17306,160,170m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1035000,Konya,Akşehir,Gazi, 3 + 1 
17307,160,180m²,,Kombi (Doğalgaz),2,11-15 arası,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1130000,Konya,Akşehir,Yarenler, 3 + 1 
17308,145,170m²,4,Kombi (Doğalgaz),Yüksek Giriş,2,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1725000,Konya,Akşehir,Seyran, 4 + 1 
17309,165,175m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1620000,Konya,Akşehir,Yeni, 3 + 1 
17310,165,175m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1750000,Konya,Akşehir,Yeni, 3 + 1 
17311,160,170m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1650000,Konya,Akşehir,Gazi, 3 + 1 
17312,140,155m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,850000,Konya,Akşehir,İstasyon, 3 + 1 
17313,160,185m²,7,Kombi (Doğalgaz),4,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3950000,Konya,Meram,Alavardı, 4 + 1 
17314,160,175m²,5,Kombi (Doğalgaz),Yüksek Giriş,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1499000,Konya,Akşehir,Yeni, 3 + 1 
17315,160,180m²,5,Kombi (Doğalgaz),Yüksek Giriş,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1415000,Konya,Akşehir,Yeni, 3 + 1 
17316,148,160m²,5,Kombi (Doğalgaz),Giriş Katı,21-25 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,780000,Konya,Akşehir,İstasyon, 3 + 1 
17317,120,130m²,5,Kombi (Doğalgaz),5,26-30 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,550000,Konya,Akşehir,Gazi, 3 + 1 
17318,150,160m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,915000,Konya,Karatay,Hacıyusufmescit, 3 + 1 
17319,158,170m²,5,Merkezi Sistem (Isı Payı Ölçer),,11-15 arası,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,920000,Konya,Akşehir,Gazi, 3 + 1 
17320,105,140m²,5,Kombi (Doğalgaz),,11-15 arası,Sadece Mutfak,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,890000,Konya,Akşehir,Yarenler, 3 + 1 
17321,160,180m²,,Kombi (Doğalgaz),Yüksek Giriş,,Eşyalı (Mobilyalı),Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1070000,Konya,Akşehir,Yarenler, 4 + 1 
17322,150,170m²,10-20 arası,Klima,3,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,4110000,Konya,Meram,Yenibahçe, 4 + 1 
17323,140,160m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,600000,Konya,Akşehir,Yarenler, 3 + 1 
17324,115,145m²,4,Kombi (Doğalgaz),Yüksek Giriş,1,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,Konya,Akşehir,Yarenler, 3 + 1 
17325,110,120m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,470000,Konya,Akşehir,Yarenler, 2 + 1 
17326,145,160m²,4,Kombi (Doğalgaz),Kot 4,0,Eşyalı (Mobilyalı),Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1300000,Konya,Akşehir,Gazi, 3 + 1 
17327,105,115m²,4,Kombi (Doğalgaz),Kot 2,0,Eşyalı (Mobilyalı),Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,920000,Konya,Akşehir,Gazi, 2 + 1 
